id	sentiment	review
4882_9	+	Finally!!! A good movie made on the most demented serial killer in history. For those less familiar with Ed Gein, he was basically the madman who was known for grave robbing and skinning his victims (which most horror fans ripped off). Shot in a period style that reflects the bleak plains of Wisconsin perfectly, this is easily the most atmospheric horror film yet to depict Gein and his gruesome killings. Kane Hodder (Jason from Friday the 13th series) and Michael Berryman (Hills have Eyes I & II), deliver chilling performances in this serial killer opus that easily leaves behind the lackluster former Gein attempts. So far I'd say this is one of the better horror films released this year (Turistas = 0).
9117_4	-	The critics were like "a movie that will break your heart" etc. So a friend of mine and I had great expectations when we decided to watch this movie.I'll make it short and leave it up to others to write about its content. This movie tries to touch you, to reach your heart. But it fails. At least for me. And for my friend, too.Everything that happened happened only on the screen. It was always THERE, not HERE, where I am. I thought most of the time "hmm, something's happening on the screen, but it's only on the screen. It's not real."Movies which succeeded MUCH better in touching me: East of Eden (1955), Terms of Endearment (1983), Jerry Maguire (1996), Babe (1995), Mies vailla menneisyytt├â┬ñ (2002)
6681_10	+	If you have enjoyed the Butterfly Effect, Donnie Darko or The Machinist, you will enjoy K-Pax too.To me, this movie felt really uplifting and yet depressing in the end. Spacey delivers a great performance as Prot. Also, lets not forget the appearance of Saul Williams in the movie, who i am a big fan of.After watching it, i recommended the movie to lots of my friends, and everyone was pretty much blown away.But still, it is very underrated, maybe because of the lack of action and explosions. I'm sorry, this is not a movie about blowing things up, it's about how humans behave, and how people live in worlds that don't exist.Go on, and enjoy.
5073_4	-	How much can you really say about a condom with teeth? The plot was really out there, but it was something campy to see on a Friday night. The story has a lot of unexpected twists, and it's a great way to offend all you're conservative friends!
4937_4	-	"Shuttle" is an indie thriller about four young adults who get a ride late one night on a shuttle bus from the airport to find out that the driver is a sadistic psychopath.Although some of the sequences of scares and it's unconventionally interesting plot work, some aspects just don't. The bad dialogue and unlikeable characters gives a good reason to not care for them. But, often the suspense works and asks you the question of "What would you do?" and usually what you WOULD do isn't what these idiots on the shuttle do. If you're expecting a mindless, bloody horror film, you'll be mistaken. This is a film that causes you to use your mind, but, unfortunately, not until the end.Four out of ten.
2227_10	+	It has been since 1972 that I saw this movie and I still remember it as one of my favorite all time movies. I would buy a copy if it were on DVD and it is too bad it isn't. You would think that anything starring Peter Sellers would be brought back. Much better than "Being There" and as good as the Pink Panther series. Uschi Digard had a small part for such a well endowed performer. She is bonus in this movie. I think the medical field may not appreciate this film as it really makes fun of the profession and it also makes one appreciate that Sellers was never available to treat them as his bed side manner sucked as well did his analysis of urine samples.
11764_1	-	If you're looking for an accurate portrayal of Che Guevara, the Cuban revolutionary who helped aid Fidel Castro in his bid for power, you'd better read up on Cuban history or even type in his name on a search engine (you ARE on the Internet, after all).But whatever you do, DO NOT WATCH "CHE!". Unless, of course, you just want a good laugh.All the reviewers of the time (and moviegoers) gave "Che!" their vote for worst film of the decade. And no wonder; have you seen this travesty? Its facts are tenuous at best, Sharif is even unconvincing as a corpse and as for Palance's Fidel Catsro imitation.... Like I said, if you want a good laugh.It's like watching a co-production between The Learning Channel and Mad Magazine.One star. I wonder if Palance can do W. C. Fields, too?
7405_10	+	I had never heard of Silverwing before, then I saw it on Toon Disney and instantly loved it! I also think that it is not just for kids, and that people of all ages would enjoy it. It has a great plot, great effect, and cool characters. I will always love the show, and I heard it will be coming on on DVD worldwide soon, and I'm going to get it! I haven't read any of the books, but I intend to. The show deserves a 10 out of 10, and I hope the books are just as good. Well, that's all I have to say. But I still have 2 lines I have to fill up, so...who do you all think is the coolest character? Mine is Shade, and my second favorite is Marina.
7543_1	-	This should have been a short film, nothing more. The Length of 1,5 hours is much too long, because after 10 minutes you have seen almost every joke. It's getting more and more on your nerves untill you finally kick out your brain to endure that movie.To do yourself a favor, don't mention to see that movie...
6130_9	+	"Pink Flamingos" is a cult classic.The plot of this film revolves around the throwdown challenge to Divine's supremacy as the filthiest person alive."Pink Flamingos" contains some memorably repulsive scenes like a sex scene with a chicken and the scene where Divine eats fresh dog feces.Yes,the movie is shocking and funny at the same time,but the biggest laughs come from the actors' lines.Check out especially this line from Divine:"Kill everyone now!Condone first degree murder!Advocate cannibalism!Eat s***!Filth is my politics!Filth is my life!".On the whole,I really enjoyed this film.Still its tagline "An Exercise in Bad Taste" should be taken to heart and even those used to the gross out movies today may find this gem hard to stomach.Highly recommended.
1251_4	-	Stu Ungar is considered by many to be the greatest poker / gin player of all time - an extraordinary self-destructive force of nature - tiny in stature, but a huge heart for the game.What we have here is a kind of Hallmark film about the dangers of gambling. Sure, he wins, he loses, he blows it all on sex, drugs, and more gambling we get it, but where is the real play - where is what made him the greatest card player of all time.Much too flat, and frankly boring in places, this gets a four because we get to learn something about Stu the man, but Stu the card player, nada.Nicely shot and presented up to a point this is the perfect example of how not to make a film about cards: honestly, ESPN's coverage of the World Series is more watchable than this.A waste of a great chance.
1653_1	-	It says a lot about the United Kingdom when television programmes like this not only get made but also run for three series. Unfunny, politically correct to the point of sickening and poorly acted and written. Meera Syal has not been funny or accomplished in anything that she has been in, go on tell me I am wrong, and Jasper Carrott, funny guy as he is, is well past his eighties prime. This is such a bad comedy that it could have been made by ITV but even stinkers like The Upper Hand and the one with James Bolam as a car park attendant look like Fawlty Towers compared to this rubbish. I would love to sit down with the writer/director of this show so that they can point out the humour in this programme. Admittedly the majority of the UK's population is made up of poorly educated chavs but this would not tickle their funny bones. That's if they could tear themselves away from Big Brother or from their mobile phones but that's another story. Complete and utter dirt!
4268_8	+	I especially liked the ending of this movie--I really felt what the characters must have felt, which I think is a mark of good directing. I was tickled with how the new hire at the record store turned out--great character development there, even though his "role" would probably be considered minor.I was also impressed that the entire film, while dark in its subject matter, was free from gratuitous nudity, profanity, and violence. Sadness, sexuality, and darkness can all be communicated (often better) by what is left unsaid, but it seems that this is often unique to really "classy" films and actors. Kudos to the film-maker for that.
6134_7	+	Yeah I watched this mini series with My Mom and dad as a kid. It was one of the few mini series that my 9 year old mind actually could follow. I recall it was very well done, and didn't necessarily have the feel of the typical crap mini series. It was more or less an original concept that really grabbed your attention. I would recommend this miniseries to anyone who is a fan of history and plot twists. Although most twists in this movie are either spelled out or predictable, it is still worth the time. I haven't checked to see if you can get it through netflix yet however. I would imagine not. They should play it on the history channel or something.
10609_1	-	So, it's Friday night and you want to go watch a movie...all you want is something entertaining, not too artsy, or anything that might require a long night of philosophical discussions. So, you pay $10 to watch the Mod Squad. The trailer to this movie should have tipped me off, but come on...it's three of Hollywood's most beautiful people--eye candy. But that's about it...a string of moving Prada ads. And what did Hollywood producers forget? A plot. Why are these kids running around the streets after some unknown enemy? Where are they? But, don't worry, after a while, you'll just stop caring. I was on the verge of walking out of this movie, because I thought sitting in my room and staring at the wall might have been more productive (and free), but by that time, it was over (90 minutes--it's only saving grace). So, still willing to waste $10? Go, get yourself a nice hot meal.
1163_10	+	When I reviewed the video for a local magazine, I called it "the greatest achievement in the history of the American cinema." That was not wholly tongue in cheek. TW&TL remains Milius' best work, and it's sad that he has so little opportunity to work anymore. However, TW&TL remains a striking exposition of what once was known as The American Character, largely on the strength of Brian Keith's superb portrayal of Teddy R. (Obviously Milius--and Keith--admired TR tremendously to make two films about him, including "The Rough Riders.") It's hard to fault this film at any level: a splendid balance of action, levity, relationships, and the serious topic of America coming of age in the world. Furthermore, TW&TL has exceptional appeal across the board: note the stats showing it rates best with under-18 males, females 18-29, and over 45! Clearly Candy Bergen struck a responsive chord with women as well as men.
6671_8	+	*May be spoilers* No doubt one of the best dramas if not the best in the genre I've ever seen. Is Prot an alien or just a crazy bugger? This is the question you'll be asking yourself all throughout the movie. Kevin Spacey is simply amazing, as is Jeff Bridges. You can't beat this kind of acting plus some humour at times. Some of Kevin Spaceys actions in this movie are very funny. When he was up in the tree, for example, and when he was talking to the "queen" mental patient, the way he hid half his face around the wall and just stared.To simply put it, right from the start you'll be hooked, and if you really love drama's you won't be dissapointed.A solid 85%.
3848_3	-	Just to save you the $3, or whatever it costs to rent movies at your local video store, and the anguishing hour-and-however-long-this-movie-is here's a simple plan. Go over to a friend's house, talk them into renting The Pest for you, watch the first 30 seconds or so and then make up some excuse to leave. The opening sequence is really funny, definitely worth watching. Unfortunately, the other 99% of the movie is horrible. Without the shower scene at the beginning this is one of the worst movies of all time.
9150_4	-	Yes, it's true that it was Jessica Alba who leads me to this movie, because without her, I should have never pick it.But, I find it long, dull and above all, unoriginal. All along, I thought that the story was full of clich├â┬Òs and the directing very boring. So it was a surprise to see that the director and writer are the one and same person. I take notice to remember to avoid all his next movies.It's a pity because all good things were at hand: Malaysia is a beautiful jungle, it was the British Empire and the cast is wonderful: Jessica knows how to open her soul and for one time, she has found an appropriate movie for this. Bob Hoskins shows a great experience and he should have won an award for this role.The only positive thing is that it makes me open a world-map to locate this island because if you guess it happens in south Asia, you don't know where exactly! Ah, the little plane flight with red lines in the Indiana Jones movie!!!
11085_7	+	My father has worked with top secret information in the DIA before and he is the one who mentioned this movie to me. When I was a kid I would always ask him what would happen if he gave away secrets and he recommended this movie.In the movie it really puts 2, almost completely different FRIENDS! in a tangle they never really knew what the outcome would really be. The snowman, Daulton really cracked me up because the movie portrayed him as just some drug pusher that did not know what he was arguing about, and in the movie it seemed like he got the worst of everything. The falcon, Chris is just a guy that wanted to express his feelings on U.S government in a very radical view.For movie lovers this is a must see!!!
2745_10	+	Every Saturday morning at 11 a.m. I watched Superstars. All the biggest events happened on this show at the time. Challenge, which aired Sunday mornings, was decent too, but all the big stuff happened on this show. Wrestlers would do all their interviews with Mean Gene on a platform next to the live crowd or talk on their own to the screen in front of a background that promoted them. The matches were usually squashes but sometimes you would see 2 mid carders square off in the main event. There were also interview shows that usually resulted in violence thus setting up a feud. These segments ranged from Pipers Pit, The Body Shop, The Flower Shop, The Snake Pit, The Brother Love Show, The Funeral Parlor, and The Barber Shop. I don't recall any titles changing hands on this show. That usually happened at pay per views and Saturday Nights Main Event.
11933_10	+	This is really good. Original ideas in the film and a great terrorist action film. Only second to die hard and die hard with a vengeance, this film has suspense and a good plot. I would recommend it to anyone with a taste in films like mine; Action, terrorism and gangster/mafia.
7841_4	+	Though predictable and contrived, not a bad movie. It entertains, which is all Van Damme hopes to do. The omnipresent "twin" device is again used (as in a large number of Van Damme's movies) but it is not bothersome except to long time fans. Natasha is gorgeous and worth watching. Action is decent, nothing spectacular for Van Damme but exciting. I can recommend to Van Damme fans and even to those who aren't but don't mind an action film with a good looking lead couple. The Russian Mob is a nice concept and topical for the day. Clearly, not his best film but by no means his worst.
1320_9	+	There are very few films that are able to tell such a complicated story on so many levels as well as Mishima: A Life in Four Chapters. One of the most difficult aspects of story telling is the ability to flashback and forward without losing the pace of the film. This film not only flashes back and fourth with the greatest of easy, but it also flows through some of Yukio Mishima greatest stories. This film exceeds in every aspect and is a joy to watch. Not to mention the incredible Philip Glass Soundtrack.
2591_9	+	This is the middle cartoon of the three (between Rabbit Fire and Duck! Rabbit, Duck!) and is the weakest of the three, while still being quite funny. It simply depends on one gag for too much of the action. Still a good cartoon. I feel a definite sympathy for Daffy in this one, which is rare for me. Daffy is so clearly overmatched that it almost becomes painful to watch at times. Good cartoon in an excellent series. Recommended.
1193_2	-	I am a massive fan of the LoG. I thought the first two series provided some of the best comedy this country has ever seen and the third series, though different, was wonderfully dark and imaginative. The thought of seeing Tubbs, Edward and Briss on the big screen made July 3 something to wait for. Yet, somewhere, it all went horribly wrong. The writers had no story and no real ideas. The part set in old England showed the glimmers of genius that we know the League are capable of but these scenes did not fit well with the film. Geoff provided the best of too few, largely poor jokes and Lipp and Briss's performances were big let-downs. If you love the League, save yourself the time and money and watch episodes from the TV series again. And again. A massive disappointment.
1462_9	+	A spin off comedy talk show from the creators of 'Garth Marenghi's Darkplace' The new series, Man to Man with Dean Learner, focuses on Garth's manager, publisher and publicity agent, as played by Richard Ayoade.Nightclub owner, restaurateur, publisher, international playboy - Dean Learner is a one-man brand. After his co-funded Channel 4 television hit Garth Marenghi's Darkplace he now invites you into his luxury penthouse flat for an all-new, entertaining and immensely stylish TV talk show.Man to Man with Dean Learner will feature all Dean's remaining celebrity friends, as well as plenty of live music and fine fish-dish cuisine in a show that reeks of class - but not fish!I attended two of the live recordings and it had me in stitches. There are distinct comparisons to Alan Partridge's 'Knowing me Knowing you' in the layout but Richard Ayoade and Matt Holness's unique writing style take it to another level.If your a fan of Darkplace then you can't miss it. Catch it when its aired late this summer
2340_1	-	If you are a pretentious person, it would sound like a good idea to brag about your intellectuality saying that you really like this movie.Otherwise, don't bother and better watch something good.This is the stereotypical movie for snobs. The plot line would be very silly if you could see it from beginning to end. It is just presented in a messed up way as an attempt to make it hard to understand and make the movie look intellectual.Mullholland Drive is not enjoyable to watch. You would very rarely understand anything the first time you see it. And if you do, you would most likely be disappointed because it is not a big deal.
1002_9	+	I was fortunate to attend the London premier of this film. While I am not at all a fan of British drama, I did find myself deeply moved by the characters and the BAD CHOICES they made. I was in tears by the end of the film. Every scene was mesmerizing. The attention to detail and the excellent acting was quite impressive.I would have to agree with some of the other comments here which question why all these women were throwing themselves at such a despicable character.*******SPOLIER ALERT******** I was also hoping that Dylan would have been killed by William when he had the chance! ****END SPOILER*****Keira Knightley did a great job and radiate beauty and innocence from the screen, but it was Sienna Miller's performance that was truly Oscar worthy.I am sure this production will be nominated for other awards.
6297_4	-	Basically a road movie. The gay, transsexual, and other gender-bender themes are rather disturbing, particularly when the child is involved. You do have to hand it to the costume designers. As for the actors, the only one I was familiar with was Terence Stamp. I suppose it was a very good performance, out of his (or anyone's) normal range. The movie as a whole was shallow, just a vehicle for the clever, bitchy banter. All in all, I don' recommend this one.
8447_10	-	I work at a nuclear power plant, so I am getting a kick out of these replies.Seriously, I do. Go to http://en.wikipedia.org/wiki/Palisades_Nuclear_Generating_Station and you can see where I work.I could not think of a safer industry to work in. We are required by procedures to report events as minor as paper cuts. Any issue identified as being a potential concern with respect to nuclear, radiological, or industrial safety is immediately reported in the corrective action process.Bottom line is that nuclear plants in the US operate with safety in the front of their mind.
385_1	-	Out of 15 people I loaned this movie too.. NO One finished it.. It was so Awfully.???????? Not good... Just awful. She sits in a chair the whole movie. She's in a Closet. The Chair she's sitting is nice. I can't think of anything more to say. But 10 lines of text. To print this up. My friend Nick thinks this is a great movie.,, because,,, he can give it to his friends,, and not have to worry about THOSE calling him back. He's passed it around as a gag movie for 10 years. Which is how I got it.. Then.. I tried to get my friends to finish this extremity's awful awful piece of crap... To no aval.. no one could finish it.. Takes boredom to a whole new level. They could use this in Iraq INSTEAD OF WATER BOARDING... PLEASE SEND COPIES Guantanamo BAY CUBA. Makes great Xmas gift.
12286_1	-	Adventures in Dinosaur City, though a creative idea, was a nauseatingly atrocious attempt at filmmaking. Being sucked into a TV and into a new world is interesting. Three teens obsessively enthralled with half-animated dinosaurs is not. Don't waste the time or the brain power to see this sure loser. I wouldn't even let my kids watch it.
9795_1	-	Dreadful! A friend of mine (who obviously thought I had an abysmal sense of humour) recommended this.It's bobbins. I almost switched it off. It is only my anal desire to not leave things unfinished that prevented me doing so.This was evidently a British attempt to make a movie with a bunch of also ran TV actors using some lame script from their mate in the business. I struggle to think of anything even approaching the paucity of this movie. Less funny than global warming.I'm not normally so vehement, but I watched this well over ten years ago and thought that I wasted an hour or so of my life on it is destructive.Puerile, plot less, useless tosh.I'd rather eat my feet than watch it again.
12453_2	-	Jane Russell was an underrated comedienne and singer (see SON OF PALEFACE and GENTLEMEN PREFER BLONDES), but you'd never guess it from her display here. A real stinker, produced by Howard Hughes in his all-too-successful effort to kill off RKO Radio Pictures.The movie kills its first opportunity to show off sexy Jane when it places her in a bubble bath and then has her chastely singing "I'll Be Switched (If I Ain't Gettin' Hitched)"--and it's all downhill from there. In her autobiography, Russell apologized for the movie's number "Lookin' for Trouble" because it was supposedly so risque--nowadays you could show it on The Disney Channel. (By the way, said autobiography has a jaw-dropping photo of Russell in a bikini, far sexier than anything
1877_7	+	Or if you've seen the "Evil Dead" trilogy and/or "Bubba Ho-Tep", then you should know that his movies are total farces. With "Man with the Screaming Brain", he goes all out again. In this case, he plays smarmy American businessman William Cole visiting Bulgaria - when do we ever get to see that country? - when a woman kills him. So, strange scientist Ivan Ivanov (Stacy Keach) replaces half of Cole's brain with the brain of a former KGB agent, leaving him acting sort of like Steve Martin in "All of Me".Yes, the whole movie is pretty much an excuse for pure nonsense. Much of the real humor comes from "Evil Dead" director Sam Raimi's brother Ted as Ivanov's nearly brain-dead assistant Pavel. The two men have a relationship more like Laurel and Hardy or Gilligan and the Skipper.So just understand that this is a totally silly movie, and you won't be a bit disappointed. I liked it, anyway.
2003_1	-	It is quite rare that a movie comes along that is so useless, that I with IMDb allowed the use of negative scores. In fact, I reflect back upon this movie and I truly cannot think of a movie that had so little going for it. Acting: Your Kidding right. Direction: No. A plot: No. This movie has nothing going for it if you take it as a serious movie, this is often the case with movies of this genre, but most movies of this nature can be watch as if they are a comedy and you can laugh at how pathetic the characters and situations are and almost get your times worth. This movie is so empty, that it cannot even suit that purpose. I have to give this a -1/10, three points lower then any other movie I have ever rated. I truly feel that the staff involved in this movie should pay me for the 83 minutes I spent watching it. I do not really have the words to describe how bad this is. No one should ever watch this for any reason again.
5302_10	+	This is the latest Ghibli movie and it is also a MAJOR departure from the studio's established style. First of all, this film was obviously aimed at young children, much more so than any of their previous films. It lacks the depth of the other films and features a brand new far less realistic style of animation├éΓÇª and yet it is ever so entertaining. Even though there is nothing put in to attract adults, I still found myself drawn to the screen and fully immersed in the story. The movie's secret is brutal honesty with regard to the plot and the characters. The story and the characters are very upfront with their feelings/intentions etc. but that makes them all the more endearing. Special attention was also paid to the soundtrack which is absolutely amazing despite being way different from previous Ghibli soundtracks. I find myself singing the cute theme song all the time as will anyone who sees this movie!
5873_3	-	I bought this movie at a thrift store. Months before, my friend told me about it when we were talking about dumb movies we've seen. Once I spotted the cassette, I knew I had to have it. I watched it that night. I could tell it was going to be very cheesy and cheaply done. . . That's what drew me to it. I popped it in and I laughed the whole way through. I recognized Gregory (The Ice Cream Man), but I didn't recognize his name and I couldn't remember where I saw him. Later, while watching the Andy Griffith Show, Clint Howard (Ice Cream Man) was featured as an extra since he is Ron Howard (Opie Taylor)'s brother. I saw the credits and I gasped. I turned to my mom, who was also watching the show, and said, "That's the Ice Cream Man!!" She, too, gasped. This movie is great, but only for laughs and criticalness. It is the perfect example of a cheesy horror flick. If you feel like laughing as well as poking fun at low-budget movies, rent this video.
565_8	-	I watched this on HBO because it won the Oscar a week earlier. It compares favorably with fictional courtroom dramas.The story is of a 15-year-old black kid placed on trial for the Jacksonville, FL, murder of an elderly white woman based almost solely on the identification by the victim's husband and on a confession that the defense contends was coerced.About half the footage is of the trial; it's supplemented with footage of the defense lawyers (two public defenders) explaining their case, interviewing witnesses, and visiting key locations. This is edited with a minimum of needless repetition, and placed in logical order. The camera work is pretty solid. And there's a mildly surprising epilogue.
614_2	-	hey ....i really do not know why this film has been appreciated so much,perhaps i missed the point.The way i see it , a lot of international film makers have made brilliant films that have dealt with 'schizophrenia' and have informed ,excited ,shocked,evoked emotion and compelled the audience to step aside from their own reality and think.........while it is true that aparna sen's endeavor was an ambitious one ,in light of all the other movies , this one falls short..... miserably......it was too slow, there were no details about anything and the ending .... was completely ...pointless......it was not open ended or anything ....just pointless.....so watch it if you want to see a good concept completely wasted.......
4809_3	-	Adela is a rebellious teenager with the attitude that she is right and everyone else is wrong. She needs to be the center of attention and she'll act stupid to make it so. With her attitude she gets sent to charm school.There she meets the typical characters in today's cinema; the nerd, the clumsy one, the stepford housewife and the sexual minority. Things happen and in the end Adela "learns her lesson" so to speak. The plot tries to carry a deeper meaning to the state Adela is in, but utterly fails to deliver (at least I didn't buy it). So what you are left with is superficial interaction within the same stereotypes you've seen in a million movies before. Plus the director seems to have a breast fixation, Adela flashes her boobies a few times too many, at least I can't see that they are relevant to the story.So the film is OK, but if you are like me and don't like to watch a teenager pissing people off and making a behavioral U-turn in an instant, which I found very unbelievable, think twice before watching.
4253_1	-	I don't see why everyone loves this film so much. True, it does have good intentions and meaning, but you cannot compensate for such a poor script. Woody Allen is a brilliant filmaker, but I'm afraid this is just a piece of garbage. It's extremely predictable and the subject matter is all too visible. I happen to be a huge Woody Allan fan and love most of his work, but this I cannot recomend.
5874_10	+	What can one say about any Wilder film other than they are the most human and real stories about people and what drives them, bugs them,haunts them. Billy created pictures like paintings that stand forever reflecting the human condition. He paints the good and the bad in all of us. He also paints with love. I can't imagine anyone having a list of greatest films without a Wilder film on it. They will last because they are true. I first saw this movie on TV in the 60s when I was a kid and I had to leave the room because I felt tears welling up in me and was embarrassed. Now I'm an old man and I still feel the tears welling but don't leave the room. I knew these people and loved them and grew up around them. Billy preserved them in this film and not in a 'greatest generation' way but in a most realistic way that preserved the power of the human spirit.
7320_2	-	I had high hopes for this one after reading the back of the DVD, "In the spirit of American Pie and Animal House..." After suffering through this I realized I just blew $2.50 to rent it. This movie started out slow and just got slower... brief and fleeting moments of levity proved that it was in the spirit of American Pie if you mean "spirit" as a dead thing. not very entertaining or fun! Don't be fooled like i was and expect anything barely watchable because this movie will depress you more than entertain you. "Need to fill up three more lines for this stupid movie that doesn't deserve the effort... what a stupid piece of ignorant crud. This movie wreaked, even the brief nudity sucked!
409_8	+	Red Skelton (in his first starring role) plays Wally Benton who plays 'The Fox' on a radio show. He writes the murder mysteries and as 'The Fox' solves them. Joseph Jones (Conrad Veidt) is trying to figure out how to perform the perfect murder on someone. He kidnaps Benton, his girlfriend (Ann Rutherford) and another girlfriend (Virginia Grey). He tells Benton to write out the perfect murder...or his girlfriends get it...Very funny and enjoyable movie. Fast-moving (it's only 77 minutes), a good script and perfect casting really puts this across. Skelton is very good in his first starring role--very funny, fast, handsome and intelligent. Veidt is excellent as the evil Jones. Rutherford and Grey are lots of fun as Skelton's girlfriends. All three of them play off each other perfectly--their verbal sparring is the highlight of this pic. Also fun to see Eve Arden in a small role.Well worth your time.
2987_1	-	No idea how this is rated as high as it is (5.8 at the time of writing) but this movie was absolutely horrible. The acting wasn't entirely bad but it really had no point whatsoever and the overall quality was poor. Its obviously a B movie (or a C if such a thing exists) and it looks like it was made over a weekend at a friends house or something. Im all for low budget movies and I generally watch any I come across but this one is really really bad. I mean like "The Fanglys" bad. I don't know what else to say but trust in this as I have indeed sat thru this horrible horrible movie and I can save you the effort... Don't bother. Seriously... Just don't.
6355_1	-	In the wake of the matrix this travesty of a film with loose connections to VR has been reissued with the tag-line "The Matrix just got Deadler!", in a box with a very Matrix inspired cover (still called "Expect to Die" though). Due to the choice of font however the tag-line looks to all the world like it says "Beablier". Anyway.To complete the transformation to Matrix wannabe they have mocked up a VR fight scene with a Morpheus-a-like on the back of the box. It may be important to know that this character DOES NOT FEATURE IN THE FILM.Overall this film is a travesty on every level. Jalal Mehri is an awful actor and does not impress with his martial arts. However his partner Stone is played by Evan Lurie, who in this film is simply the worst actor I have ever seen. Clearly he was chosen to make Jalal look good in comparison. Worst film I have seen for a long long time.
11877_10	+	I am a big fan of Larkin's works, I believe that he was amid the greatest 20th century poets. The film itself does a great justice to the bard of Hull. Wonderfully portrayed by all the players in their roles. Bonneville does do a service to the sexually repressed Larkin, he avoids an impression and strays from becoming a caricature. The use of his poetry was the highlight of the piece itself. Rather than acting out the massive intensity with which Larkin felt, the use of his words themselves give a better insight into plot and add a much more sombre but altogether more fascinating atmosphere. Most enjoyable.
9871_1	-	Whether or not this adaptation of the Marvel comic was made ├éΓÇô and shelved ├éΓÇô so its production company could retain the copyright to the characters, it doesn't change the fact that it's utter rubbish. The Dr. Doom and (especially) Thing costumes are surprisingly good, but everything else suffers from a deficit of either cash or talent. Director Oley Sassone can't even point a camera at stuff without including such howlers as a blind woman's POV, the dialogue is absolutely dismal, the team's costumes don't fit properly, and the effects are appalling: the Human Torch seems to be drawn onto the film with felt tip pens, while Mr. Fantastic's powers are brought to life using a bendy blue stick with a glove on the end. Joseph Culp compensates for having to wear a mask by wildly waving his arms about, Jay Underwood is incredibly annoying, the rest of the cast hit various levels of terrible, and while it's hard not to feel sorry for all these guys who thought this movie would get a release, it's equally difficult to imagine any of them believing it was actually any good.
5086_8	+	When I was a kid I remembered this show but thought that now as an adult the show might be a bit dated. Well yes it is but for me that makes the show more retro (and the musics very funky). This show is mostly well written. I do think its a travesty that this show was cancelled after one season especially when this show was more popular than the Incredible Hulk. I think fans should overlook the poor special effects and enjoy the stories. This next sentence contains spoilers: My favourite episode as a kid was when there were two spiderman that battle against each other interestingly a similar idea is concocted in Spiderman 3 the movie. I liked the ideas in this TV show some will hate it. I believe Stan Lee wasn't a fan.
3233_2	-	Corey Haim is never going to be known as one of the great actors of his time, but at least in movies like "Licensed To Drive", he was more in his element... lowbrow humor.Dean Koontz's book "Watchers" was one of his earlier works, and still probably his finest to date. Sadly, this magnificent tale of a brilliant dog, a deranged mutant and a genetic experiment gone wrong is butchered horribly. The acting is so lifeless, you might think you're watching a zombie movie. Only the dog gives a respectable performance, and if you want to see a decent movie about a dog, you'd be better of watching "The Incredible Journey", "Cujo" or even "C.H.O.M.P.S."...okay, maybe not "C.H.O.M.P.S."If you've read the book, avoid this movie at all costs. If you haven't read the book, read it and avoid this movie. You'll thank me later.A somewhat better translation of a Dean Koontz book is the capable thriller, "Phantoms".
6684_3	-	First: The recent campaigning of this movie is a huge hoax. Judging from the cover you'd think this was some kind of scandal movie about Kylie playing a character having sex, taking drugs and whatever. This is just a cheap market-scheme. She's barely in it and does neither of the things. The marketing here is unbelievable, and I'm surprised the filmmakers hasn't objected. The movie itself was to me a huge disappointment. It seemed like a Sunset Beach episode directed sloppy-handed by a teenage Quentin Tarantino. And thats not meant as a compliment, mind you. I think the weakness of the movie first of all is the story. It seems to be about nothing. Just about cool teenagers tripping around living 'on the edge'. The characters themselves does have some personality though, but the movie doesn't use its potential. As said, there's no story of any substance here. It seems to elaborate too much on cool dialog and ends up looking like a colorful MTV ad. It definitely has that feeling. Still though, I guess some people might enjoy it, but I'd say there's far better movies like this around.
3770_4	-	The director does not know what to do with a camera... too many options and she always always always picks the wrong one... she let travolta take charge... and he controls the movie from the beginning to the end... the characters are not developed... maybe because we need to watch them singing... no pace at all, sometimes too fast sometimes too slow... miscasted: travolta OK... johansson, she is too grown up to be a 18... even if she is really 20...the happy ending? well it looks like that there must be one, so the story is sad but not too sad... travolta doesn't know how to play a guitar but the director doesn't look she cares too much that he is totally out of synch... the idea is the only thing that is great... but how she developed it? well, it is simply full of stereotypes and lines heard too many times...too bad, another missed chance...
9646_1	-	I generally LIKE Sion Sono's work, but this movie was completely retarded. But sadly, not retarded enough to make it entertainingly retarded. I just sat, mouth agape, wondering when it would end. The plot makes only a whisper of sense. I think it was intended to be campy. I mean, haunted hair extensions - how could it not be? But the humor, such as it was, fell flat. Not funny. Not scary. Not gory. I would say perhaps Sono was a hired hand on this project, but he appears to have written this boring trash as well. I still need to fill a couple more lines, what else is there to say? I suppose I could finish by saying: Better luck next time, Sono-san.
7461_3	-	Oh, I'm mostly not the kind of person to give a movie less than 5 points. Mostly, just because of the effort from actors and directors.3/10 for Keyman from me. If anyone thinks the main character (or whoever) deserves an Oscar, I deserve the Nobelprize for peace.Seriously. I can't believe this movie made it to Europe. The acting was horrible, the plot was awful and what about the '70's horror-music. Give me a break."Popeye" eg. What about him? Why is he there, he has nothing to do with the movie.And what about the Keyman's talking. One time he can't say a decent word, the next time he's getting all talky-talk. He also nearly dies when he wakes up and some sunlight shines thru his bunker. But when he's walking down the street, the sunlight doesn't seem to do anything.Watch this movie only of you're on the edge of dying of boredom. I regret myself for not watching my roses grow, which are in anyway more entertaining than this piece of...
